src_id,dst_id,rel_type,reason
19078,5852,BROTHER_OF,symmetry of BROTHER_OF
19870,289383,BROTHER_OF,symmetry of BROTHER_OF
19735,18897,BROTHER_OF,symmetry of BROTHER_OF
3448,220677,BROTHER_OF,symmetry of BROTHER_OF
19078,83519,BROTHER_OF,symmetry of BROTHER_OF
221135,66298,BROTHER_OF,symmetry of BROTHER_OF
19735,176512,BROTHER_OF,symmetry of BROTHER_OF
380753,146012,BROTHER_OF,symmetry of BROTHER_OF
19870,291220,BROTHER_OF,symmetry of BROTHER_OF
19735,67829,BROTHER_OF,symmetry of BROTHER_OF
176512,18897,BROTHER_OF,symmetry of BROTHER_OF
104442,19073,BROTHER_OF,symmetry of BROTHER_OF
221027,384952,BROTHER_OF,symmetry of BROTHER_OF
386106,375255,BROTHER_OF,symmetry of BROTHER_OF
104121,59860,BROTHER_OF,symmetry of BROTHER_OF
19879,36788,BROTHER_OF,symmetry of BROTHER_OF
30848,33691,BROTHER_OF,symmetry of BROTHER_OF
3580,36498,BROTHER_OF,symmetry of BROTHER_OF
3278,35071,BROTHER_OF,symmetry of BROTHER_OF
18645,19581,BROTHER_OF,symmetry of BROTHER_OF
446094,406199,BROTHER_OF,symmetry of BROTHER_OF
19200,36950,BROTHER_OF,symmetry of BROTHER_OF
19299,3556,BROTHER_OF,symmetry of BROTHER_OF
36121,36573,BROTHER_OF,symmetry of BROTHER_OF
18663,36162,BROTHER_OF,symmetry of BROTHER_OF
19108,19581,BROTHER_OF,symmetry of BROTHER_OF
421456,431967,BROTHER_OF,symmetry of BROTHER_OF
18904,465604,BROTHER_OF,symmetry of BROTHER_OF
3580,36783,BROTHER_OF,symmetry of BROTHER_OF
3278,36573,BROTHER_OF,symmetry of BROTHER_OF
418627,485127,BROTHER_OF,symmetry of BROTHER_OF
27544,45528,BROTHER_OF,symmetry of BROTHER_OF
33499,432971,BROTHER_OF,symmetry of BROTHER_OF
19097,29699,BROTHER_OF,symmetry of BROTHER_OF
19097,29832,BROTHER_OF,symmetry of BROTHER_OF
19583,209474,BROTHER_OF,symmetry of BROTHER_OF
48817,561142,BROTHER_OF,symmetry of BROTHER_OF
48817,561159,BROTHER_OF,symmetry of BROTHER_OF
3278,35072,BROTHER_OF,symmetry of BROTHER_OF
3549,19092,BROTHER_OF,symmetry of BROTHER_OF
81462,534315,BROTHER_OF,symmetry of BROTHER_OF
18663,387738,BROTHER_OF,symmetry of BROTHER_OF
665532,665531,BROTHER_OF,symmetry of BROTHER_OF
18645,19106,BROTHER_OF,symmetry of BROTHER_OF
19097,55772,BROTHER_OF,symmetry of BROTHER_OF
19097,515909,BROTHER_OF,symmetry of BROTHER_OF
19078,3249,BROTHER_OF,symmetry of BROTHER_OF
19102,150532,BROTHER_OF,symmetry of BROTHER_OF
19870,146012,BROTHER_OF,symmetry of BROTHER_OF
19583,29832,BROTHER_OF,symmetry of BROTHER_OF
19097,31138,BROTHER_OF,symmetry of BROTHER_OF
351244,63071,BROTHER_OF,symmetry of BROTHER_OF
19078,527465,BROTHER_OF,symmetry of BROTHER_OF
102714,531953,BROTHER_OF,symmetry of BROTHER_OF
291725,30781,BROTHER_OF,symmetry of BROTHER_OF
19078,28282,BROTHER_OF,symmetry of BROTHER_OF
18663,55957,BROTHER_OF,symmetry of BROTHER_OF
19299,19209,BROTHER_OF,symmetry of BROTHER_OF
67752,208921,BROTHER_OF,symmetry of BROTHER_OF
19078,647867,BROTHER_OF,symmetry of BROTHER_OF
19078,19324,BROTHER_OF,symmetry of BROTHER_OF
19078,39795,BROTHER_OF,symmetry of BROTHER_OF
19078,158076,BROTHER_OF,symmetry of BROTHER_OF
639368,639367,BROTHER_OF,symmetry of BROTHER_OF
19078,453097,BROTHER_OF,symmetry of BROTHER_OF
19078,3332,BROTHER_OF,symmetry of BROTHER_OF
19078,304044,BROTHER_OF,symmetry of BROTHER_OF
19078,18866,BROTHER_OF,symmetry of BROTHER_OF
19078,639260,BROTHER_OF,symmetry of BROTHER_OF
732764,728768,BROTHER_OF,symmetry of BROTHER_OF
19870,64042,BROTHER_OF,symmetry of BROTHER_OF
737597,704999,BROTHER_OF,symmetry of BROTHER_OF
67910,55549,BROTHER_OF,symmetry of BROTHER_OF
18897,19583,BROTHER_OF,symmetry of BROTHER_OF
73734,5852,BROTHER_OF,symmetry of BROTHER_OF
35552,30156,BROTHER_OF,symmetry of BROTHER_OF
19078,306734,BROTHER_OF,symmetry of BROTHER_OF
19078,764231,BROTHER_OF,symmetry of BROTHER_OF
19078,7501,BROTHER_OF,symmetry of BROTHER_OF
18662,417823,BROTHER_OF,symmetry of BROTHER_OF
35452,418947,BROTHER_OF,symmetry of BROTHER_OF
19077,19579,BROTHER_OF,symmetry of BROTHER_OF
465526,33667,BROTHER_OF,symmetry of BROTHER_OF
19757,19262,BROTHER_OF,symmetry of BROTHER_OF
45512,35975,BROTHER_OF,symmetry of BROTHER_OF
35568,33717,BROTHER_OF,symmetry of BROTHER_OF
444083,444082,BROTHER_OF,symmetry of BROTHER_OF
19095,19092,BROTHER_OF,symmetry of BROTHER_OF
36505,36498,BROTHER_OF,symmetry of BROTHER_OF
36233,36234,BROTHER_OF,symmetry of BROTHER_OF
465956,465958,BROTHER_OF,symmetry of BROTHER_OF
396808,589966,BROTHER_OF,symmetry of BROTHER_OF
203561,19581,BROTHER_OF,symmetry of BROTHER_OF
18645,19108,BROTHER_OF,symmetry of BROTHER_OF
19095,19581,BROTHER_OF,symmetry of BROTHER_OF
19413,36709,BROTHER_OF,symmetry of BROTHER_OF
38649,451326,BROTHER_OF,symmetry of BROTHER_OF
30848,476073,BROTHER_OF,symmetry of BROTHER_OF
441241,19095,BROTHER_OF,symmetry of BROTHER_OF
481841,36083,BROTHER_OF,symmetry of BROTHER_OF
30497,18897,BROTHER_OF,symmetry of BROTHER_OF
19206,26766,BROTHER_OF,symmetry of BROTHER_OF
19078,19268,BROTHER_OF,symmetry of BROTHER_OF
19078,106852,BROTHER_OF,symmetry of BROTHER_OF
19102,31138,BROTHER_OF,symmetry of BROTHER_OF
19078,168591,BROTHER_OF,symmetry of BROTHER_OF
795374,806155,BROTHER_OF,symmetry of BROTHER_OF
86724,111786,BROTHER_OF,symmetry of BROTHER_OF
19078,779306,BROTHER_OF,symmetry of BROTHER_OF
208940,513464,BROTHER_OF,symmetry of BROTHER_OF
19078,355075,BROTHER_OF,symmetry of BROTHER_OF
19078,155782,BROTHER_OF,symmetry of BROTHER_OF
33318,33479,SISTER_OF,symmetry of SISTER_OF
23350,36924,SISTER_OF,symmetry of SISTER_OF
36842,35434,SISTER_OF,symmetry of SISTER_OF
37311,306863,SISTER_OF,symmetry of SISTER_OF
43432,306863,SISTER_OF,symmetry of SISTER_OF
19735,209992,SISTER_OF,symmetry of SISTER_OF
13666,12670,SISTER_OF,symmetry of SISTER_OF
12460,3278,SISTER_OF,symmetry of SISTER_OF
231516,697991,SISTER_OF,symmetry of SISTER_OF
742556,697991,SISTER_OF,symmetry of SISTER_OF
12332,697991,SISTER_OF,symmetry of SISTER_OF
103749,61398,SISTER_OF,symmetry of SISTER_OF
14427,697991,SISTER_OF,symmetry of SISTER_OF
19870,55773,SISTER_OF,symmetry of SISTER_OF
35964,19563,SISTER_OF,symmetry of SISTER_OF
3289,33637,SISTER_OF,symmetry of SISTER_OF
55549,211533,SISTER_OF,symmetry of SISTER_OF
112984,57205,SISTER_OF,symmetry of SISTER_OF
18663,141755,SISTER_OF,symmetry of SISTER_OF
19494,221717,SISTER_OF,symmetry of SISTER_OF
19097,117822,SISTER_OF,symmetry of SISTER_OF
87446,351392,SISTER_OF,symmetry of SISTER_OF
74193,65579,SISTER_OF,symmetry of SISTER_OF
48813,345633,SISTER_OF,symmetry of SISTER_OF
363404,697991,SISTER_OF,symmetry of SISTER_OF
129013,697991,SISTER_OF,symmetry of SISTER_OF
211613,348206,SISTER_OF,symmetry of SISTER_OF
152911,7501,SISTER_OF,symmetry of SISTER_OF
129057,697991,SISTER_OF,symmetry of SISTER_OF
58934,86575,SISTER_OF,symmetry of SISTER_OF
3519,37122,SISTER_OF,symmetry of SISTER_OF
19209,400841,SISTER_OF,symmetry of SISTER_OF
18917,37775,SISTER_OF,symmetry of SISTER_OF
3299,18905,SISTER_OF,symmetry of SISTER_OF
400216,33852,SISTER_OF,symmetry of SISTER_OF
36527,464348,SISTER_OF,symmetry of SISTER_OF
445965,19725,SISTER_OF,symmetry of SISTER_OF
19580,40163,SISTER_OF,symmetry of SISTER_OF
55494,378120,SISTER_OF,symmetry of SISTER_OF
55494,10022,SISTER_OF,symmetry of SISTER_OF
19097,561682,SISTER_OF,symmetry of SISTER_OF
9567,76707,SISTER_OF,symmetry of SISTER_OF
522118,208801,SISTER_OF,symmetry of SISTER_OF
19870,612459,SISTER_OF,symmetry of SISTER_OF
30909,523854,SISTER_OF,symmetry of SISTER_OF
48817,211343,SISTER_OF,symmetry of SISTER_OF
3249,19321,SISTER_OF,symmetry of SISTER_OF
3299,33862,SISTER_OF,symmetry of SISTER_OF
520509,19331,SISTER_OF,symmetry of SISTER_OF
65011,595951,SISTER_OF,symmetry of SISTER_OF
592351,592350,SISTER_OF,symmetry of SISTER_OF
19209,19299,SISTER_OF,symmetry of SISTER_OF
35172,715582,SISTER_OF,symmetry of SISTER_OF
737803,5852,SISTER_OF,symmetry of SISTER_OF
84626,63024,SISTER_OF,symmetry of SISTER_OF
748982,748981,SISTER_OF,symmetry of SISTER_OF
721022,721023,SISTER_OF,symmetry of SISTER_OF
19199,19200,SISTER_OF,symmetry of SISTER_OF
19259,39823,SISTER_OF,symmetry of SISTER_OF
36234,36515,SISTER_OF,symmetry of SISTER_OF
18904,35300,SISTER_OF,symmetry of SISTER_OF
19199,39823,SISTER_OF,symmetry of SISTER_OF
3249,19883,SPOUSE_OF,symmetry of SPOUSE_OF
18663,36515,SPOUSE_OF,symmetry of SPOUSE_OF
18663,36448,SPOUSE_OF,symmetry of SPOUSE_OF
18666,19560,SPOUSE_OF,symmetry of SPOUSE_OF
19089,19086,SPOUSE_OF,symmetry of SPOUSE_OF
19100,19097,SPOUSE_OF,symmetry of SPOUSE_OF
19200,18917,SPOUSE_OF,symmetry of SPOUSE_OF
33132,33133,SPOUSE_OF,symmetry of SPOUSE_OF
35433,36247,SPOUSE_OF,symmetry of SPOUSE_OF
36061,18910,SPOUSE_OF,symmetry of SPOUSE_OF
36729,24143,SPOUSE_OF,symmetry of SPOUSE_OF
38600,18684,SPOUSE_OF,symmetry of SPOUSE_OF
39823,35072,SPOUSE_OF,symmetry of SPOUSE_OF
40101,18683,SPOUSE_OF,symmetry of SPOUSE_OF
40238,30365,SPOUSE_OF,symmetry of SPOUSE_OF
40317,30365,SPOUSE_OF,symmetry of SPOUSE_OF
3332,19072,SPOUSE_OF,symmetry of SPOUSE_OF
33852,33818,SPOUSE_OF,symmetry of SPOUSE_OF
12558,12701,SPOUSE_OF,symmetry of SPOUSE_OF
13315,19086,SPOUSE_OF,symmetry of SPOUSE_OF
32151,31372,SPOUSE_OF,symmetry of SPOUSE_OF
94918,56082,SPOUSE_OF,symmetry of SPOUSE_OF
62544,71589,SPOUSE_OF,symmetry of SPOUSE_OF
88835,56082,SPOUSE_OF,symmetry of SPOUSE_OF
84696,101390,SPOUSE_OF,symmetry of SPOUSE_OF
143683,24674,SPOUSE_OF,symmetry of SPOUSE_OF
339532,19073,SPOUSE_OF,symmetry of SPOUSE_OF
48817,19583,SPOUSE_OF,symmetry of SPOUSE_OF
100730,56082,SPOUSE_OF,symmetry of SPOUSE_OF
365098,121822,SPOUSE_OF,symmetry of SPOUSE_OF
112576,521579,SPOUSE_OF,symmetry of SPOUSE_OF
86307,123058,SPOUSE_OF,symmetry of SPOUSE_OF
71619,123872,SPOUSE_OF,symmetry of SPOUSE_OF
84133,84134,SPOUSE_OF,symmetry of SPOUSE_OF
75168,75169,SPOUSE_OF,symmetry of SPOUSE_OF
81210,81211,SPOUSE_OF,symmetry of SPOUSE_OF
109226,178637,SPOUSE_OF,symmetry of SPOUSE_OF
66221,66220,SPOUSE_OF,symmetry of SPOUSE_OF
48813,19735,SPOUSE_OF,symmetry of SPOUSE_OF
19071,19268,SPOUSE_OF,symmetry of SPOUSE_OF
73078,178637,SPOUSE_OF,symmetry of SPOUSE_OF
64768,31362,SPOUSE_OF,symmetry of SPOUSE_OF
55877,186973,SPOUSE_OF,symmetry of SPOUSE_OF
105667,207304,SPOUSE_OF,symmetry of SPOUSE_OF
212345,212346,SPOUSE_OF,symmetry of SPOUSE_OF
129298,29722,SPOUSE_OF,symmetry of SPOUSE_OF
133621,155142,SPOUSE_OF,symmetry of SPOUSE_OF
64768,387740,SPOUSE_OF,symmetry of SPOUSE_OF
43297,18987,SPOUSE_OF,symmetry of SPOUSE_OF
58578,19092,SPOUSE_OF,symmetry of SPOUSE_OF
209514,35552,SPOUSE_OF,symmetry of SPOUSE_OF
211673,211674,SPOUSE_OF,symmetry of SPOUSE_OF
3549,47141,SPOUSE_OF,symmetry of SPOUSE_OF
20724,109020,SPOUSE_OF,symmetry of SPOUSE_OF
221563,84120,SPOUSE_OF,symmetry of SPOUSE_OF
60944,19092,SPOUSE_OF,symmetry of SPOUSE_OF
48817,30497,SPOUSE_OF,symmetry of SPOUSE_OF
18171,18896,SPOUSE_OF,symmetry of SPOUSE_OF
196868,30740,SPOUSE_OF,symmetry of SPOUSE_OF
31138,60961,SPOUSE_OF,symmetry of SPOUSE_OF
357147,357148,SPOUSE_OF,symmetry of SPOUSE_OF
56945,737001,SPOUSE_OF,symmetry of SPOUSE_OF
6870,61271,SPOUSE_OF,symmetry of SPOUSE_OF
595920,19870,SPOUSE_OF,symmetry of SPOUSE_OF
30909,19735,SPOUSE_OF,symmetry of SPOUSE_OF
261230,636198,SPOUSE_OF,symmetry of SPOUSE_OF
19268,65223,SPOUSE_OF,symmetry of SPOUSE_OF
367916,19494,SPOUSE_OF,symmetry of SPOUSE_OF
385622,19735,SPOUSE_OF,symmetry of SPOUSE_OF
374236,385692,SPOUSE_OF,symmetry of SPOUSE_OF
375295,18663,SPOUSE_OF,symmetry of SPOUSE_OF
40238,18683,SPOUSE_OF,symmetry of SPOUSE_OF
35009,35171,SPOUSE_OF,symmetry of SPOUSE_OF
3278,18896,SPOUSE_OF,symmetry of SPOUSE_OF
33943,3419,SPOUSE_OF,symmetry of SPOUSE_OF
387278,387279,SPOUSE_OF,symmetry of SPOUSE_OF
36741,36527,SPOUSE_OF,symmetry of SPOUSE_OF
392128,3419,SPOUSE_OF,symmetry of SPOUSE_OF
18905,395372,SPOUSE_OF,symmetry of SPOUSE_OF
485260,19097,SPOUSE_OF,symmetry of SPOUSE_OF
443454,497297,SPOUSE_OF,symmetry of SPOUSE_OF
442679,3532,SPOUSE_OF,symmetry of SPOUSE_OF
19083,396624,SPOUSE_OF,symmetry of SPOUSE_OF
397605,19105,SPOUSE_OF,symmetry of SPOUSE_OF
372384,38983,SPOUSE_OF,symmetry of SPOUSE_OF
37337,37023,SPOUSE_OF,symmetry of SPOUSE_OF
33479,47348,SPOUSE_OF,symmetry of SPOUSE_OF
400239,33863,SPOUSE_OF,symmetry of SPOUSE_OF
401002,19265,SPOUSE_OF,symmetry of SPOUSE_OF
36203,36131,SPOUSE_OF,symmetry of SPOUSE_OF
479772,19549,SPOUSE_OF,symmetry of SPOUSE_OF
19499,296833,SPOUSE_OF,symmetry of SPOUSE_OF
3436,33943,SPOUSE_OF,symmetry of SPOUSE_OF
19199,3549,SPOUSE_OF,symmetry of SPOUSE_OF
37839,36247,SPOUSE_OF,symmetry of SPOUSE_OF
37868,46022,SPOUSE_OF,symmetry of SPOUSE_OF
24294,3249,SPOUSE_OF,symmetry of SPOUSE_OF
413022,18690,SPOUSE_OF,symmetry of SPOUSE_OF
3436,35062,SPOUSE_OF,symmetry of SPOUSE_OF
411002,19265,SPOUSE_OF,symmetry of SPOUSE_OF
460071,19540,SPOUSE_OF,symmetry of SPOUSE_OF
37631,36447,SPOUSE_OF,symmetry of SPOUSE_OF
19563,43811,SPOUSE_OF,symmetry of SPOUSE_OF
19092,35300,SPOUSE_OF,symmetry of SPOUSE_OF
464107,37560,SPOUSE_OF,symmetry of SPOUSE_OF
36831,18663,SPOUSE_OF,symmetry of SPOUSE_OF
510370,18904,SPOUSE_OF,symmetry of SPOUSE_OF
794512,250485,SPOUSE_OF,symmetry of SPOUSE_OF
345669,31362,SPOUSE_OF,symmetry of SPOUSE_OF
560282,344086,SPOUSE_OF,symmetry of SPOUSE_OF
560213,213224,SPOUSE_OF,symmetry of SPOUSE_OF
560545,560191,SPOUSE_OF,symmetry of SPOUSE_OF
560699,534315,SPOUSE_OF,symmetry of SPOUSE_OF
214296,19097,SPOUSE_OF,symmetry of SPOUSE_OF
561083,113709,SPOUSE_OF,symmetry of SPOUSE_OF
213655,563244,SPOUSE_OF,symmetry of SPOUSE_OF
562174,19097,SPOUSE_OF,symmetry of SPOUSE_OF
562732,19299,SPOUSE_OF,symmetry of SPOUSE_OF
212870,58864,SPOUSE_OF,symmetry of SPOUSE_OF
562198,212947,SPOUSE_OF,symmetry of SPOUSE_OF
560121,560181,SPOUSE_OF,symmetry of SPOUSE_OF
515607,560891,SPOUSE_OF,symmetry of SPOUSE_OF
561182,561184,SPOUSE_OF,symmetry of SPOUSE_OF
562178,561597,SPOUSE_OF,symmetry of SPOUSE_OF
562031,563935,SPOUSE_OF,symmetry of SPOUSE_OF
562247,560800,SPOUSE_OF,symmetry of SPOUSE_OF
564276,19092,SPOUSE_OF,symmetry of SPOUSE_OF
560588,560870,SPOUSE_OF,symmetry of SPOUSE_OF
561475,562428,SPOUSE_OF,symmetry of SPOUSE_OF
560602,176512,SPOUSE_OF,symmetry of SPOUSE_OF
561822,417838,SPOUSE_OF,symmetry of SPOUSE_OF
561920,517021,SPOUSE_OF,symmetry of SPOUSE_OF
560846,561057,SPOUSE_OF,symmetry of SPOUSE_OF
560125,352921,SPOUSE_OF,symmetry of SPOUSE_OF
354231,30740,SPOUSE_OF,symmetry of SPOUSE_OF
290327,30740,SPOUSE_OF,symmetry of SPOUSE_OF
354784,19870,SPOUSE_OF,symmetry of SPOUSE_OF
613930,33867,SPOUSE_OF,symmetry of SPOUSE_OF
614905,516489,SPOUSE_OF,symmetry of SPOUSE_OF
615122,33867,SPOUSE_OF,symmetry of SPOUSE_OF
252230,735630,SPOUSE_OF,symmetry of SPOUSE_OF
102666,75868,SPOUSE_OF,symmetry of SPOUSE_OF
44232,211674,SPOUSE_OF,symmetry of SPOUSE_OF
44268,19870,SPOUSE_OF,symmetry of SPOUSE_OF
48813,19102,SPOUSE_OF,symmetry of SPOUSE_OF
31138,209474,SPOUSE_OF,symmetry of SPOUSE_OF
246843,176519,SPOUSE_OF,symmetry of SPOUSE_OF
528365,528360,SPOUSE_OF,symmetry of SPOUSE_OF
528382,701603,SPOUSE_OF,symmetry of SPOUSE_OF
249283,292531,SPOUSE_OF,symmetry of SPOUSE_OF
354344,391251,SPOUSE_OF,symmetry of SPOUSE_OF
195465,186372,SPOUSE_OF,symmetry of SPOUSE_OF
3549,19201,SPOUSE_OF,symmetry of SPOUSE_OF
513746,9567,SPOUSE_OF,symmetry of SPOUSE_OF
513811,636198,SPOUSE_OF,symmetry of SPOUSE_OF
33637,261358,SPOUSE_OF,symmetry of SPOUSE_OF
343488,106978,SPOUSE_OF,symmetry of SPOUSE_OF
596601,218906,SPOUSE_OF,symmetry of SPOUSE_OF
595886,85116,SPOUSE_OF,symmetry of SPOUSE_OF
143659,88637,SPOUSE_OF,symmetry of SPOUSE_OF
246760,591361,SPOUSE_OF,symmetry of SPOUSE_OF
596012,588865,SPOUSE_OF,symmetry of SPOUSE_OF
596345,522536,SPOUSE_OF,symmetry of SPOUSE_OF
596357,524763,SPOUSE_OF,symmetry of SPOUSE_OF
596404,596405,SPOUSE_OF,symmetry of SPOUSE_OF
9991,35552,SPOUSE_OF,symmetry of SPOUSE_OF
1609,156486,SPOUSE_OF,symmetry of SPOUSE_OF
58578,534719,SPOUSE_OF,symmetry of SPOUSE_OF
596675,339306,SPOUSE_OF,symmetry of SPOUSE_OF
79805,455237,SPOUSE_OF,symmetry of SPOUSE_OF
55548,155142,SPOUSE_OF,symmetry of SPOUSE_OF
641872,218287,SPOUSE_OF,symmetry of SPOUSE_OF
393665,584821,SPOUSE_OF,symmetry of SPOUSE_OF
434836,340918,SPOUSE_OF,symmetry of SPOUSE_OF
673987,673988,SPOUSE_OF,symmetry of SPOUSE_OF
116479,116480,SPOUSE_OF,symmetry of SPOUSE_OF
211811,261358,SPOUSE_OF,symmetry of SPOUSE_OF
35009,430822,SPOUSE_OF,symmetry of SPOUSE_OF
477586,40101,SPOUSE_OF,symmetry of SPOUSE_OF
85544,19092,SPOUSE_OF,symmetry of SPOUSE_OF
108726,77622,SPOUSE_OF,symmetry of SPOUSE_OF
735464,701398,SPOUSE_OF,symmetry of SPOUSE_OF
708970,739754,SPOUSE_OF,symmetry of SPOUSE_OF
724373,79341,SPOUSE_OF,symmetry of SPOUSE_OF
212485,59488,SPOUSE_OF,symmetry of SPOUSE_OF
725861,88664,SPOUSE_OF,symmetry of SPOUSE_OF
452141,651799,SPOUSE_OF,symmetry of SPOUSE_OF
444030,444031,SPOUSE_OF,symmetry of SPOUSE_OF
445886,13058,SPOUSE_OF,symmetry of SPOUSE_OF
43814,130029,SPOUSE_OF,symmetry of SPOUSE_OF
19199,18915,SPOUSE_OF,symmetry of SPOUSE_OF
33030,33863,SPOUSE_OF,symmetry of SPOUSE_OF
35300,19076,SPOUSE_OF,symmetry of SPOUSE_OF
502970,387459,SPOUSE_OF,symmetry of SPOUSE_OF
392037,3247,SPOUSE_OF,symmetry of SPOUSE_OF
472809,445885,SPOUSE_OF,symmetry of SPOUSE_OF
477401,445965,SPOUSE_OF,symmetry of SPOUSE_OF
35009,423059,SPOUSE_OF,symmetry of SPOUSE_OF
36573,35072,SPOUSE_OF,symmetry of SPOUSE_OF
36136,3278,SPOUSE_OF,symmetry of SPOUSE_OF
31138,30740,SPOUSE_OF,symmetry of SPOUSE_OF
768330,566293,SPOUSE_OF,symmetry of SPOUSE_OF
55494,19583,SPOUSE_OF,symmetry of SPOUSE_OF
796897,19750,SPOUSE_OF,symmetry of SPOUSE_OF
18676,18654,SPOUSE_OF,symmetry of SPOUSE_OF
40163,18680,SPOUSE_OF,symmetry of SPOUSE_OF
3251,3249,FATHER_OF,"BROTHER_OF(Moses,Aaron) ∧ FATHER_OF(Mosiah,Aaron)"
28095,3249,FATHER_OF,"BROTHER_OF(Moses,Aaron) ∧ FATHER_OF(Heth,Aaron)"
387410,3247,FATHER_OF,"BROTHER_OF(Aaron,Moses) ∧ FATHER_OF(Bathia,Moses)"
19088,3247,FATHER_OF,"BROTHER_OF(Aaron,Moses) ∧ FATHER_OF(Jethro,Moses)"
459345,3247,FATHER_OF,"BROTHER_OF(Aaron,Moses) ∧ FATHER_OF(Amaram,Moses)"
45834,19498,FATHER_OF,"BROTHER_OF(Peter,Andrew) ∧ FATHER_OF(Jona,Andrew)"
18915,18918,FATHER_OF,"BROTHER_OF(Nephi,Jacob) ∧ FATHER_OF(Isaac,Jacob)"
35453,18918,FATHER_OF,"BROTHER_OF(Nephi,Jacob) ∧ FATHER_OF(Matthan,Jacob)"
12037,18918,FATHER_OF,"BROTHER_OF(Nephi,Jacob) ∧ FATHER_OF(Matán,Jacob)"
19076,18918,FATHER_OF,"BROTHER_OF(Nephi,Jacob) ∧ FATHER_OF(Zebedee,Jacob)"
19075,18918,FATHER_OF,"BROTHER_OF(Nephi,Jacob) ∧ FATHER_OF(Alphaeus,Jacob)"
19072,18683,FATHER_OF,"BROTHER_OF(Esau,Jacob) ∧ FATHER_OF(Lehi,Jacob)"
35453,18683,FATHER_OF,"BROTHER_OF(Esau,Jacob) ∧ FATHER_OF(Matthan,Jacob)"
12037,18683,FATHER_OF,"BROTHER_OF(Esau,Jacob) ∧ FATHER_OF(Matán,Jacob)"
19076,18683,FATHER_OF,"BROTHER_OF(Esau,Jacob) ∧ FATHER_OF(Zebedee,Jacob)"
19075,18683,FATHER_OF,"BROTHER_OF(Esau,Jacob) ∧ FATHER_OF(Alphaeus,Jacob)"
36215,3549,FATHER_OF,"BROTHER_OF(Jacob,Esau) ∧ FATHER_OF(Aholibamah,Esau)"
40102,3549,FATHER_OF,"BROTHER_OF(Jacob,Esau) ∧ FATHER_OF(Beeri,Esau)"
37465,3549,FATHER_OF,"BROTHER_OF(Jacob,Esau) ∧ FATHER_OF(Elon,Esau)"
18917,3549,FATHER_OF,"BROTHER_OF(Jacob,Esau) ∧ FATHER_OF(Ishmael,Esau)"
18900,19202,FATHER_OF,"BROTHER_OF(Laman,Nephi) ∧ FATHER_OF(Helaman,Nephi)"
