neo4j_id,name,type,reason
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:12817,Así ejecuta Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:12849,Así instruyó Alma,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:13094,Así Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:13329,Así compararé,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:14104,Porque vendrá el gran Milenio,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:14259,Porque Satanás,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:14985,Porque el Hijo de Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:14991,Porque toleráis,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:15222,Porque Dios,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:15342,Entonces Pedro,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:15425,Después llegó,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:15737,Entonces Pedro y,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:15847,Entonces Caifás,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:16286,Entonces Pilato,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17107,También Isaías,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17245,Así murió Saúl,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17351,Así Hemán,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17393,Así David,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17491,Así Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17497,Después mandó David,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:17637,Así reinó David,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18135,Entonces Betsabé,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18152,Porque Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18166,También Jeroboam,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18231,Así murió,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18291,Entonces Benaía,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18401,Después subió,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18411,También Saúl,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18423,Pues Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18436,Entonces Saúl,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18439,Así salvó Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18441,Mas Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18444,Así me haga Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18445,Porque Cis,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18458,Entonces Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18459,Luego Samuel,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18481,Mas Saúl,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18544,Así haga Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18673,Entonces Sedequías,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18688,Así reinó,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18714,Entonces Joás,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18754,Así Ezequías,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:18966,Así Jehú,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19044,Entonces Isaías,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19153,Así conspiró Jehú,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19155,También Ocozías,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19184,También Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19193,Después Amnón,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19200,Así Absalón,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19211,Entonces Absalón,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19228,Quizá Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19233,Así haré,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19251,Entonces Ahimaas,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19257,También Mefi-boset,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19260,También Barzilai,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19282,Después Joab,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19347,Así ganó David,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19757,Porque Jehová vuestro Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19766,También haré,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19773,Cuando Jehová tu Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19775,Así haré yo también,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19814,Porque Jehová tu Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:19928,Así hará Jehová tu Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:20123,Mas Faraón,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:20125,Mas Jehová,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:20127,También Moisés,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:20404,Después apartaré,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:20453,Así desbarataré,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:20701,Entonces Melquisedec,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:20739,Después llamó Abimelec,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21032,Entonces Raquel,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21048,Así quitó Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21067,Así volvió Esaú,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21082,Así murió Raquel,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21175,Así José,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21180,Entonces José,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21326,Después habló,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21384,Cuando Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21542,Jamás daré,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21863,Así habló Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21941,Mas Gedalías,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:21942,Entonces Johanán,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22007,Así Judá,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22630,Así dio Jehová,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22645,También murió Eleazar hijo,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22680,Entonces Caleb,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22684,Tampoco Manasés,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22686,Tampoco Efraín,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22687,Tampoco Zabulón,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22729,Entonces Sansón,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22785,Entonces Débora,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22787,Así abatió Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22808,Entonces Gedeón,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22836,Así pagó Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22889,Así hará,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22892,Después vendrá Aarón,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22924,Así habló Moisés,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22946,Después Moisés,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:22958,Porque Jehová Dios de Israel,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23299,Quizás Siloé,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23324,Así sacuda Dios,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23376,Así María,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23409,Así ofreceréis,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23436,Así Balaam,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23438,Entonces Balaam,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23494,También Jair,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23721,También la Ley,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:23742,Así volvió Noemí,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:24407,Porque Jehová el Altísimo,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:24640,Después alcé,person,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:24649,Después saldrá Jehová,place,sentence_fragment_es
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:25273,(2) Todos,place,leading_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26228,-york-usa Fayette,place,leading_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26736,ministro,people,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26815,patriarca,people,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:26872,norma,person,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27228,vía,people,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27324,## 0.5,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27360,## 1.0,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27371,### 1.4.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27372,daily,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27436,### 10.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27442,#### 10.2.1.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27444,weekly,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27445,monthly,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27456,annual,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27457,overnight,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27462,multiday,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27500,### 10.8.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27524,### 11.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27526,#### 11.2.1.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27529,#### 11.2.1.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27544,#### 11.3.4.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27562,### 12.1.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27589,### 12.1.7,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27597,### 12.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27613,#### 12.2.1.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27616,### 12.3.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27624,### 12.3.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27634,quarterly,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27638,### 12.5.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27640,### 12.5.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27644,### 12.5.7,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27659,## 13.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27663,## 13.5,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27668,### 13.7.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27702,### 14.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27706,#### 14.2.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27724,### 14.4.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27727,### 14.4.7,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27735,weekdays,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27751,weekday,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27765,### 17.1.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27767,## 17.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27829,## 18.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27853,### 18.7.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27859,### 18.7.7 Instructions,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27863,### 18.8.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27866,## 18.9,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27872,### 18.9.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27884,- Priest,period,leading_punct
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27887,## 18.11,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27893,### 18.14.2 Instructions,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27896,### 18.15.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27902,### 18.17.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27933,## 19.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27952,### 19.4.1 Bishopric,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27953,### 19.4.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27957,#### 19.4.3.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27965,### 19.5.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27967,### 19.5.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:27982,### 19.7.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28019,nourish,people,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28039,### 20.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28045,#### 20.2.4.1 Service Service,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28046,#### 20.2.4.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28048,#### 20.2.4.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28052,nights,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28053,### 20.2.6,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28054,### 20.3.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28058,### 20.3.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28063,## 20.5,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28064,### 20.5.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28076,### 20.5.6,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28077,### 20.5.7,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28081,### 20.5.9,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28087,annually,period,lowercase_token
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28088,### 20.6.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28090,### 20.6.5,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28091,### 20.7.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28094,### 20.7.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28096,#### 20.7.3.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28099,#### 20.7.3.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28109,#### 20.7.3.5,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28113,#### 20.7.6.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28137,### 21.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28178,### 22.1.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28181,### 22.1.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28190,### 22.2.3 Service,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28203,### 22.4.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28206,### 22.4.5,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28210,#### 22.5.1.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28213,### 22.5.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28214,#### 22.5.2.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28220,## 22.6 Roles,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28235,## 22.9,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28237,#### 22.9.1.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28241,### 22.9.2 High,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28243,### 22.9.4 Stake Welfare,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28250,## 22.12,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28253,## 22.13,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28302,### 23.1.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28316,## 23.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28324,### 23.4.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28328,### 23.5.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28393,## 24.0 Introduction,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28397,## 24.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28401,### 24.2.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28436,#### 24.3.4.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28442,#### 24.3.4.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28444,#### 24.3.4.4,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28453,### 24.4.1,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28454,### 24.4.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28456,### 24.4.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28466,### 24.5.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28477,#### 24.6.2.5,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28479,#### 24.6.2.6,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28482,### 24.6.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28497,### 24.7.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28500,### 24.7.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28504,#### 24.8.1.3,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28517,#### Service Mission Office: - Phone,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28538,### 25.1.2,object,markdown_heading
4:f01f28c5-336c-4f6e-b64e-8e9c88b426aa:28540,### 25.2.6,object,markdown_heading
