dirty_id,dirty_name,clean_id,clean_name,entity_type,pattern
38921,20:18.,54653,20:18,period,trailing_punct
38993,Mordecai Esther’s,394996,Mordecai Esther,person,possessive
39021,Haman’s,38983,Haman,person,possessive
39083,22:47.,512726,22:47,period,trailing_punct
39138,10:13.,23566,10:13,period,trailing_punct
39160,2:28.,54870,2:28,period,trailing_punct
39205,17:24.,33994,17:24,period,trailing_punct
39209,12:31.,54132,12:31,period,trailing_punct
39235,17:42.,401322,17:42,period,trailing_punct
39250,16:31.,44019,16:31,period,trailing_punct
39279,44:18.,395884,44:18,period,trailing_punct
39297,17:13.,27479,17:13,period,trailing_punct
39345,23:45.,2021,23:45,period,trailing_punct
39356,20:35.,49512,20:35,period,trailing_punct
39362,9:38.,3142,9:38,period,trailing_punct
39372,5:11.,37493,5:11,period,trailing_punct
39381,21:25.,45936,21:25,period,trailing_punct
39395,37:18.,39333,37:18,period,trailing_punct
39451,28:13.,44454,28:13,period,trailing_punct
39496,42:13.,658987,42:13,period,trailing_punct
39506,29:10.,24690,29:10,period,trailing_punct
39516,48:13.,400465,48:13,period,trailing_punct
39527,Nelson Pratt's,35962,Nelson Pratt,person,possessive
39553,18:30.,25487,18:30,period,trailing_punct
39977,Sarah Abraham’s,241722,Sarah Abraham,person,possessive
40118,Jacob’s,3549,Jacob,person,possessive
40229,El-beth-el:,400253,El-beth-el,people,trailing_punct
40233,Rachel’s,19536,Rachel,person,possessive
40323,Pharaoh’s,19499,Pharaoh,person,possessive
40542,Haggai Haggai,18895,Haggai,person,duplicated_word
40546,6:15.,28801,6:15,period,trailing_punct
40558,Hosea Hosea,18910,Hosea,person,duplicated_word
40808,14:10.,39098,14:10,period,trailing_punct
40846,21:13.,35574,21:13,period,trailing_punct
40858,20:28.,25437,20:28,period,trailing_punct
40891,26:25.,44993,26:25,period,trailing_punct
40990,22:21.,35938,22:21,period,trailing_punct
41010,2:15.,33320,2:15,period,trailing_punct
41184,14:11.,48894,14:11,period,trailing_punct
41306,11:21.,607499,11:21,period,trailing_punct
41342,Jonah Jonah,19094,Jonah,person,duplicated_word
41439,18:17.,24109,18:17,period,trailing_punct
41532,Ephraim’s,18682,Ephraim,person,possessive
41618,21:38.,53984,21:38,period,trailing_punct
41639,1:38.,26894,1:38,period,trailing_punct
41640,10:17.,400135,10:17,period,trailing_punct
41661,3:28.,425063,3:28,period,trailing_punct
41909,22:30.,24879,22:30,period,trailing_punct
41977,43:19.,38697,43:19,period,trailing_punct
42031,Nahum Nahum,19327,Nahum,person,duplicated_word
42138,’ quarter,798318,Quarter,period,leading_quote
42166,Bishop Stoker's,587276,Bishop Stoker,person,possessive
42295,1:14;,25671,1:14,period,trailing_punct
42327,Balaam’s,3518,Balaam,person,possessive
42514,Obadiah Obadiah,19421,Obadiah,person,duplicated_word
42575,14:20.,31637,14:20,period,trailing_punct
42576,9:34.,96,9:34,period,trailing_punct
42738,95:10.,38717,95:10,period,trailing_punct
42894,Abraham Owen's,217994,Abraham Owen,person,possessive
42898,Stonewall Jackson's,797759,Stonewall Jackson,person,possessive
42932,25:18.,44445,25:18,period,trailing_punct
43005,Elder Smith's,85201,Elder Smith,person,possessive
43041,15:13;,23231,15:13,period,trailing_punct
43073,Mahlon’s,43052,Mahlon,person,possessive
43131,Shinar:,38498,Shinar,place,trailing_punct
43167,Abr.,10812,Abr,place,trailing_punct
43259,1:56.,49460,1:56,period,trailing_punct
43567,JOHN PARRY'S,384841,John Parry,person,possessive
43682,14:21;,38107,14:21,period,trailing_punct
43692,MARTIN H. PECK'S,517497,Martin H. Peck,person,possessive
44025,Jehu’s,36335,Jehu,person,possessive
44112,Sutter's,642012,Sutter,people,possessive
44123,"31:10,",67890,31:10,period,trailing_punct
44148,"Addison Everett,",585286,Addison Everett,people,trailing_punct
44194,Tindale’s,488129,Tindale,people,possessive
44195,Coverdale’s,400389,Coverdale,people,possessive
44198,Cranmer’s,44202,Cranmer,people,possessive
44311,"1:35,",327529,1:35,period,trailing_punct
44312,"James, Joses,",204661,"James, Joses",people,trailing_punct
44888,1:20;,24192,1:20,period,trailing_punct
45129,9:26;,24669,9:26,period,trailing_punct
45246,"23:15,",29274,23:15,period,trailing_punct
45252,"5:17,",53611,5:17,period,trailing_punct
45352,Jotham’s,24119,Jotham,person,possessive
45451,Daniel Spencer's,211924,Daniel Spencer,person,possessive
45455,Abraham O. Smoot's,212941,Abraham O. Smoot,person,possessive
45457,George B. Wallace's,349590,George B. Wallace,person,possessive
45460,W. Snow's,526143,W. Snow,person,possessive
45462,Jedediah M. Grant's,59769,Jedediah M. Grant,person,possessive
45487,"21:11,",23676,21:11,period,trailing_punct
45604,"17:10,",34228,17:10,period,trailing_punct
45675,Jairus’s,35157,Jairus,person,possessive
45688,James Fielding's,208921,James Fielding,person,possessive
45869,Joshua’s,19104,Joshua,person,possessive
46011,"12:15,",45179,12:15,period,trailing_punct
46012,2:11;,23785,2:11,period,trailing_punct
46112,David Hibbard's,46117,David Hibbard,person,possessive
46197,Daniel’s,18661,Daniel,person,possessive
46360,"1:38–39,",570813,1:38–39,period,trailing_punct
46398,Isa.,24110,Isa,place,trailing_punct
46401,Cradlebaugh's,46387,Cradlebaugh,people,possessive
46433,2:10;,23246,2:10,period,trailing_punct
46517,Gal.,43866,Gal,place,trailing_punct
46629,William E. McLellin's,29828,William E. McLellin,person,possessive
46840,"46:19,",400944,46:19,period,trailing_punct
46859,"18:18,",24199,18:18,period,trailing_punct
46922,"5:39,",33947,5:39,period,trailing_punct
47058,29:10;,24690,29:10,period,trailing_punct
47183,Ahijah’s,36273,Ahijah,person,possessive
47287,11:25;,23860,11:25,period,trailing_punct
47441,"Prairie du Chien,",177871,Prairie du Chien,place,trailing_punct
47903,King Nebuchadnezzar’s,64332,King Nebuchadnezzar,people,possessive
47973,Ephraim Ephraim,18682,Ephraim,person,duplicated_word
48008,Child’s,51469,Child,concept,possessive
48091,Habakkuk’s,18893,Habakkuk,person,possessive
48097,Haggai’s,18895,Haggai,person,possessive
48195,Sarah’s,19563,Sarah,person,possessive
48443,Mark’s,19267,Mark,person,possessive
48515,King Benjamin’s,3539,King Benjamin,person,possessive
48711,Reuben Jacob’s,673352,Reuben Jacob,person,possessive
48916,Joseph F. Smith’s,31137,Joseph F. Smith,person,possessive
48958,Zedekiah’s,19875,Zedekiah,person,possessive
49711,Cornelius Gilliam's,361430,Cornelius Gilliam,person,possessive
49856,28:19.,49643,28:19,period,trailing_punct
49882,11:38.,493448,11:38,period,trailing_punct
50056,11:30.,41669,11:30,period,trailing_punct
50110,22:13.,23267,22:13,period,trailing_punct
50179,3:14.,51352,3:14,object,trailing_punct
50183,20:30.,35961,20:30,period,trailing_punct
50231,6:21.,38872,6:21,period,trailing_punct
50460,10:12.,410450,10:12,period,trailing_punct
50547,13:19.,28264,13:19,period,trailing_punct
50853,24:18.,23810,24:18,period,trailing_punct
50879,11:28.,29977,11:28,period,trailing_punct
51008,"Children; Family; Marriage,",52646,Children; Family; Marriage,concept,trailing_punct
51355,11:26.,26215,11:26,period,trailing_punct
51360,17:38.,23682,17:38,period,trailing_punct
51393,15:31.,27282,15:31,period,trailing_punct
51716,William Walker's,107490,William Walker,person,possessive
51833,16:27.,54675,16:27,period,trailing_punct
51941,12:13.,580742,12:13,period,trailing_punct
52487,Elder Markham's,516997,Elder Markham,person,possessive
52609,28:21;,24850,28:21,period,trailing_punct
52638,19:31.,501698,19:31,period,trailing_punct
52993,12:15.,45179,12:15,period,trailing_punct
53230,13:34.,29251,13:34,period,trailing_punct
53231,10:18.,2138,10:18,period,trailing_punct
53381,36:26;,23759,36:26,period,trailing_punct
53654,10:14.,24027,10:14,object,trailing_punct
53826,25:10.,209,25:10,period,trailing_punct
53982,24:14.,25068,24:14,period,trailing_punct
53997,8:26.,23083,8:26,period,trailing_punct
54117,16:13;,25563,16:13,period,trailing_punct
54301,JOSEPH'S,19097,Joseph,person,possessive
54381,Uncle Sam's,88311,Uncle Sam,person,possessive
54384,23:30.,24071,23:30,period,trailing_punct
54446,Meditation; Prayer;,54445,Meditation; Prayer,concept,trailing_punct
54528,14:18.,39123,14:18,period,trailing_punct
54589,Jesse Jesse,19087,Jesse,person,duplicated_word
54712,Bishop Edward Hunter's,213865,Bishop Edward Hunter,person,possessive
54762,12:40.,51490,12:40,period,trailing_punct
54896,Widow Smith's,67754,Widow Smith,person,possessive
54925,Joseph F.:,248168,Joseph F,person,trailing_punct
54941,27:16.,44063,27:16,period,trailing_punct
54942,Locke's,405625,Locke,concept,possessive
54945,29:26.,38460,29:26,period,trailing_punct
55161,26:14.,47263,26:14,period,trailing_punct
55210,Henry VIII.,98158,Henry VIII,person,trailing_punct
55273,Gen.,290508,Gen,people,trailing_punct
55832,Elder Monson’s,66002,Elder Monson,person,possessive
55867,5:28.,50209,5:28,period,trailing_punct
56087,Jose Manuel’s,56085,Jose Manuel,person,possessive
56441,11th ed.,65319,11th ed,person,trailing_punct
56721,David A. Bednar’s,56647,David A. Bednar,person,possessive
56810,James E.,128444,James E,person,trailing_punct
56835,Cecil O. Samuelson Jr.,151295,Cecil O. Samuelson Jr,person,trailing_punct
56905,John C. Pingree Jr.,126518,John C. Pingree Jr,person,trailing_punct
57063,Milton Wright’s,57055,Milton Wright,person,possessive
57066,John Gillespie Magee Jr.,137425,John Gillespie Magee Jr,person,trailing_punct
57820,Lynette’s,57813,Lynette,people,possessive
57957,"August 1, 2024:",57965,"August 1, 2024",period,trailing_punct
58348,Brett’s,58349,Brett,people,possessive
58583,Sister Cox’s,58579,Sister Cox,person,possessive
58847,Eric’s,58845,Eric,person,possessive
58865,George’s,30740,George,person,possessive
58936,Betty’s,58934,Betty,person,possessive
58981,David A.,238227,David A,person,trailing_punct
59222,"August 1, 2018:",59209,"August 1, 2018",period,trailing_punct
59349,Howard W.,146136,Howard W,person,trailing_punct
59564,Thomas S. Monson’s,55920,Thomas S. Monson,person,possessive
59777,"Luther, Calvin,",399454,"Luther, Calvin",person,trailing_punct
59909,The Aaronic Priesthood MIA Young Women’s,59905,the Aaronic Priesthood MIA Young Women,people,possessive
60063,David O. McKay’s,56111,David O. McKay,person,possessive
60231,Bishop Brown’s,60228,Bishop Brown,people,possessive
60301,Frederick William Farrar’s,137657,Frederick William Farrar,person,possessive
60330,James’s,19073,James,person,possessive
60345,D.C.,291417,D.C,place,trailing_punct
60356,Alexander Pope’s,82022,Alexander Pope,person,possessive
60434,George A.,538269,George A,person,trailing_punct
60460,Saint Paul’s,435264,Saint Paul,person,possessive
60578,Kalonji’s,60577,Kalonji,person,possessive
60639,"May 1, 2016:",366925,"May 1, 2016",period,trailing_punct
60667,Remegio E. Meim Jr.,127905,Remegio E. Meim Jr,person,trailing_punct
60677,George F. Rhodes Jr.,127910,George F. Rhodes Jr,person,trailing_punct
60806,Thomas S.,801734,Thomas S,person,trailing_punct
61209,Jimmy Jr.,127979,Jimmy Jr,person,trailing_punct
61260,Elder Patanía’s,61261,Elder Patanía,person,possessive
61404,Paul C. Child’s,82881,Paul C. Child,person,possessive
61778,J. Reuben Clark Jr.,141287,J. Reuben Clark Jr,person,trailing_punct
61961,Perry’s,68310,Perry,person,possessive
62119,Angela’s,62118,Angela,person,possessive
62377,“Missionary Service,20981,Missionary Service,people,leading_quote
62410,"Amulek, Alma’s",630462,"Amulek, Alma",people,possessive
62412,Spencer W. Kimball’s,29876,Spencer W. Kimball,person,possessive
62432,Elder Ballard’s,61978,Elder Ballard,person,possessive
62655,"Brigham Young Office Files,",114838,Brigham Young Office Files,people,trailing_punct
63205,Wilford W. Kirton Jr.,129972,Wilford W. Kirton Jr,person,trailing_punct
63228,Parley P. Pratt’s,29824,Parley P. Pratt,person,possessive
63352,"“Your Greatest Challenge, Mother",229700,"Your Greatest Challenge, Mother",concept,leading_quote
63419,the Apostle Paul to Timothy:,75045,the Apostle Paul to Timothy,people,trailing_punct
63428,Wilford Woodruff’s,19866,Wilford Woodruff,person,possessive
91764,John H. Groberg’s,57729,John H. Groberg,person,possessive
63567,Sister Hinckley’s,63565,Sister Hinckley,person,possessive
63689,Lewis Carroll’s,61519,Lewis Carroll,person,possessive
63743,10th ed.,64944,10th ed,period,trailing_punct
63943,n.p.,611289,n.p,place,trailing_punct
63997,O. Samuelson Jr.,155265,O. Samuelson Jr,person,trailing_punct
64113,Mich.,89345,Mich,place,trailing_punct
64147,James E. Faust’s,55874,James E. Faust,person,possessive
64181,Richard’s,64184,Richard,person,possessive
64183,Yates’s,130407,Yates,person,possessive
64304,"Sunday, April 6, 1930:",221148,"Sunday, April 6, 1930",period,trailing_punct
64423,Ralph W. Hardy Jr.,130961,Ralph W. Hardy Jr,person,trailing_punct
64688,Robert Bolt’s,76557,Robert Bolt,person,possessive
64803,David O.,592037,David O,person,trailing_punct
64917,Ore.,321346,Ore,place,trailing_punct
64986,Whitney’s,48934,Whitney,people,possessive
65006,b.c.,506953,b.c,place,trailing_punct
65027,Mass.,131010,Mass,place,trailing_punct
65082,Dear Ruby’s,65081,Dear Ruby,concept,possessive
