name,cat,reason,degree,fam,cooc,mentions
the Science of Ritual 2,1,clean,43,0,26,1
the World of the New Testament(Salt Lake City: Deseret Book,1,clean,456,0,246,7
Christ’s ‘Sermon,1,clean,15,0,9,1
Ancient Mystery Cults(Cambridge,1,clean,60,0,35,1
"Nibley,Tinkling Cymbals",1,clean,109,0,65,1
the Ship W.M. Chamberlain,1,clean,41,0,27,1
Dibón,1,clean,76,0,33,3
Wayland D.,1,clean,98,0,62,1
"Biographical Encyclopedia,1:781â82",1,clean,90,0,30,1
Kirtland Egyptian,1,clean,53,0,32,1
New Rendition 6 Brothers,1,clean,24,0,12,1
sea.22,4,single_lowercase,28,0,9,1
Iglesia titula,1,clean,32,0,19,1
Theologisch Tijdschrift,1,clean,39,0,24,1
D&C 29:40–41,3,scripture_ref,49,0,35,1
Zion's,2,possessive,25,0,19,1
the JSP Project,1,clean,76,0,52,1
! ¿Por,5,starts_nonword,9,0,3,1
Food Supplies and Protection,1,clean,55,0,38,1
the Claremont Oral History Collection,1,clean,78,0,51,1
Pulex,1,clean,74,0,49,2
Baguio Philippines Stake,1,clean,122,0,88,3
the International Military Tribunal,1,clean,40,0,32,1
Levi Jackman &,1,clean,79,0,40,1
the Sloan Visiting Faculty Fellow,1,clean,48,0,31,1
the Central Pacific Railroad,1,clean,43,0,31,1
Philippines San Pablo Mission A Liahona,1,clean,39,0,24,1
Home Alone,1,clean,21,0,10,1
Liberal Christian,1,clean,27,0,15,1
the New Testament Elijah,1,clean,64,0,34,1
Iglesia Mi,1,clean,29,0,19,1
Merrill,1,clean,2810,0,1682,50
Tadmor,1,clean,436,0,268,8
Alliance,1,clean,17,0,12,2
Co. Publishing,1,clean,107,0,77,1
tactics and/or dishonest,1,clean,30,0,19,1
Inspirational Experiences(Hancock,1,clean,105,0,45,1
Utah Sections,1,clean,21,0,20,1
Palatine,1,clean,303,0,194,5
SIN Opportunity Entails Accountability IT,1,clean,19,0,12,1
Hasting’s Bible Dictionary,1,clean,41,0,27,1
Contrast Alma’s,2,possessive,37,0,23,1
Dillmann (Leipzig,1,clean,1,0,0,1
Sodom or Gomorrha,1,clean,47,0,34,0
ancients - Insecurities,1,clean,21,0,15,1
Lincoln Post,1,clean,66,0,46,1
Shibuya,1,clean,35,0,21,1
Brigham Young University-Hawaii,1,clean,56,0,32,1
the Territorial House of Representatives,1,clean,98,0,23,1
Davies,1,clean,871,0,523,16
the American War Memorial Cemetery of the Philippines,1,clean,39,0,17,2
The Government of God,1,clean,58,0,42,2
Modern Theology,1,clean,137,0,90,4
the Perfect Shepherd,1,clean,93,0,62,3
IMPROPER FASHIONS,1,clean,20,0,14,1
Naskas,1,clean,1,0,0,1
Theatre Royal,1,clean,51,0,32,1
“ Vuestro,5,starts_nonword,62,0,36,0
el-Muqatta,4,single_lowercase,73,0,34,1
45).49 Moreover,1,clean,71,0,49,1
Kynges,1,clean,51,0,24,1
LDS Youth,1,clean,29,0,14,1
Fearful,1,clean,331,0,204,10
Salt Lake City.[2,1,clean,55,0,45,1
Abouēl,1,clean,19,0,9,1
Rochester Minnesota Stake,1,clean,40,0,23,1
Tears,1,clean,87,0,63,1
Oregon Territory,1,clean,212,0,149,3
the City Council--Fears of Wm,1,clean,29,0,13,1
Later Cynics,1,clean,35,0,24,1
Iglesia? Véase,1,clean,28,0,9,1
the Interpretation of Second,1,clean,58,0,34,1
Claus Westermann,1,clean,689,0,380,9
Eagle Scout,1,clean,272,0,182,9
volcán Kīlauea,4,spanish_verb,21,0,18,1
"Graveley, Cambridgeshire, England",1,clean,84,0,52,1
A Literary Analysis of,1,clean,61,0,41,1
Caroline Kline,1,clean,27,0,17,1
E. Meyer,1,clean,1,0,0,1
Wiley-Blackwell Publishers,1,clean,154,0,79,1
Consciousness of Sound Doctrine,1,clean,43,0,26,1
Pottawattamie Indians,1,clean,71,0,36,1
Western Churches,1,clean,81,0,56,2
the San Martín,1,clean,27,0,20,1
Teachers Quorum Minutes,1,clean,154,0,118,2
Leontes (Litany,1,clean,91,0,70,1
Loose Organization of the People: The,1,clean,23,0,11,1
Academy for Temple Studies Symposium,1,clean,151,0,73,1
Sorenson’s,2,possessive,18,0,10,1
“¿Se,5,starts_nonword,20,0,7,1
History of Nigeria,1,clean,98,0,56,2
Minnesota Supreme Court,1,clean,32,0,21,1
Crooks,1,clean,31,0,21,1
Iglesia… Dondequiera,1,clean,5,0,2,1
Missionary Appointments,1,clean,69,0,39,1
Poison Spider Creek,1,clean,151,0,90,1
OAH Magazine of History 6,1,clean,61,0,26,1
Mark 8:22–26,3,scripture_ref,34,0,26,1
the Old Testament Theology,1,clean,1,0,0,1
the Logia of Matthew,1,clean,61,0,33,1
Synod of Nicea,1,clean,0,0,0,0
the Massoretic Text,1,clean,1,0,0,1
Ps 83:7,3,scripture_ref,58,0,43,2
Noble Women’s Lives Series 1,1,clean,127,0,73,1
W. Pitt & Co. Wholesale Stationers,1,clean,65,0,28,1
Haun's Mill,1,clean,193,0,108,9
"Christianity,",2,trailing_punct,151,0,82,1
Pascal’s Wager,1,clean,217,0,158,1
the Synoptic pProblem,1,clean,26,0,14,1
Naming Church Units,1,clean,15,0,14,1
the Rameumptom - Content,1,clean,25,0,16,1
Page 479,1,clean,32,0,25,1
Italia,1,clean,126,0,97,2
šāmayīm,4,single_lowercase,133,0,89,1
Beth-Gabre,1,clean,96,0,60,1
Hanse,1,clean,20,0,10,1
J.T. Milik,1,clean,42,0,30,1
the Disney on Ice,1,clean,22,0,14,1
Nehemiah 11:7,1,clean,75,0,32,1
the personal ministry of the apostles,1,clean,35,0,29,1
Hondurans,1,clean,95,0,73,2
fire.61Christians,4,single_lowercase,48,0,39,1
Letterbooks,1,clean,1484,0,958,21
Greenwell,1,clean,209,0,93,2
the Interior Department,1,clean,63,0,44,1
The FIRM Foundation,1,clean,51,0,27,1
Zina D. H. Young,1,clean,896,0,612,17
Presidents Phelps,1,clean,76,0,53,1
the Church Book C—1,1,clean,60,0,40,1
Aka and Associates,1,clean,106,0,62,2
State Board of Health Issues Drastic Order,1,clean,165,0,106,2
Iglesia Alma 8 #,1,clean,35,0,20,1
Consoler,1,clean,23,0,15,1
Atkin,1,clean,146,0,70,2
the Attempted Assassination of Boggs,1,clean,74,0,53,1
the Twelve Apostles in Nauvoo,1,clean,43,0,26,1
New Women Believers,1,clean,177,0,96,1
Princetta,1,clean,302,0,179,3
Put More Emphasis on Ethics,1,clean,62,0,32,1
Samoa Apia Mission,1,clean,65,0,34,2
up³³,2,footnote_suffix,46,0,36,1
"God,165",1,clean,76,0,48,1
Statement of Financial Condition of Relief Society,1,clean,72,0,56,1
COMMUNION,1,clean,55,0,42,4
Aleknas,1,clean,42,0,28,1
Cheng & Tsui,1,clean,66,0,32,1
Dutch Mission,1,clean,52,0,39,1
Cambridge Bible for Schools.—ED,1,clean,59,0,44,1
the temple gate,1,clean,111,0,65,1
Scotland The Articles of Faith,1,clean,28,0,13,1
Loth,1,clean,76,0,33,1
"the ""Hotel de Petersbourg",5,unbalanced_quotes,24,0,19,0
Riedel (Alttest,1,clean,48,0,22,1
blood & fires & vapors,1,clean,18,0,15,1
Non-Deuteronomist,1,clean,44,0,25,1
I. The Existence of the Book of Mormon Pearl of,1,clean,42,0,24,1
Japón⁶.,1,clean,32,0,11,1
University of Colorado Press,4,spanish_verb,136,0,72,1
Ensanchaste,1,clean,7,0,4,1
Eternity > Original Notes,1,clean,24,0,13,1
The ‘Mormon’ Boy,1,clean,49,0,26,1
the Little Big Horn,1,clean,5,0,4,1
"U.S. Census, Township 1",1,clean,70,0,49,1
PDF Color,1,clean,15,0,7,1
Nelly,1,clean,201,0,146,6
the Bamburi Branch,1,clean,44,0,33,1
Sus Consejeros Boyd K. PackerPresidente,1,clean,6,0,4,1
the district Relief Society,1,clean,54,0,30,1
Fascinada,4,spanish_verb,38,0,24,1
Cuthites,1,clean,71,0,40,1
The Female Labor Force,1,clean,182,0,135,1
"id=""p43"">To",5,html_fragment,111,0,77,4
kitharais kai kinurais,1,clean,1,0,0,1
• Shkodër,5,starts_nonword,78,0,60,1
Petey,1,clean,39,0,15,3
¿Reflexionarán,4,spanish_verb,19,0,11,1
The Honored Place of Woman Ezra Taft Benson,1,clean,6,0,3,1
Grudem,1,clean,55,0,26,1
Revistas de la Iglesia “Un presbítero preparado,4,spanish_verb,36,0,25,1
the Vision of the Redemption of the Dead</a>,5,html_fragment,110,0,73,3
Rock Island Railroad Company,1,clean,71,0,52,1
Blythe,1,clean,105,0,58,1
Sister Waddoups,1,clean,48,0,38,1
Anti-Mormon Association,1,clean,28,0,16,1
Colegio San Jorge,1,clean,57,0,37,1
SABTAH sab'-ta,1,clean,1,0,0,1
Egon’s,2,possessive,60,0,47,1
Church organization Priesthood,1,clean,32,0,21,1
Î¤á½¸,1,clean,93,0,36,2
"The Biography(New York: Vintage, 2011",1,clean,29,0,16,1
the Virtue of Charity - How,1,clean,20,0,11,1
barren island,1,clean,61,0,39,1
the Spanish Fork Ward,1,clean,133,0,76,1
the Old Testament:,2,trailing_punct,124,0,78,4
Rose Bowl,1,clean,25,0,15,1
¦ ÏÏÏ ÏÎ¯Î¿Î½,5,mojibake,27,0,14,1
Southern RhodesiaOpening,1,clean,93,0,73,1
the Utah Provo Mission,1,clean,56,0,41,1
Gee’s,2,possessive,69,0,41,3
NigeriaThe,1,clean,45,0,36,1
Td5c,1,clean,16,0,10,1
the Old Folks Committee,1,clean,64,0,32,1
Thee Come,1,clean,21,0,14,1
Llevaban,4,spanish_verb,29,0,17,1
the King James Version Hananeel,1,clean,69,0,32,1
the King James Version Semei,1,clean,1,0,0,1
NOD,1,clean,55,0,28,1
Exodus 21:5,1,clean,90,0,72,1
Apártame,1,clean,5,0,2,1
Elmena,1,clean,126,0,15,1
Liberty Court House,1,clean,66,0,50,2
Alemania Nazi,1,clean,37,0,23,1
Aaronic Priesthood MIA Young,1,clean,25,0,19,1
The Chicago Manual of Style,1,clean,12,0,8,1
Ritual Dynamics,1,clean,43,0,26,1
8/02 Translation of Teachings of Presidents of the Church,1,clean,28,0,17,1
sutoribus,4,single_lowercase,0,0,0,0
4]Brigham Young,1,clean,107,0,62,1
Symons,1,clean,44,0,29,1
Be Church,1,clean,25,0,24,1
The Milan Italy Stake,1,clean,72,0,49,2
Pashedu,1,clean,22,0,14,1
Revelation 15:8,1,clean,61,0,47,3
Bullard’s,2,possessive,37,0,18,1
Mormon History Association Meeting,1,clean,121,0,78,2
Fausset-Brown's Commentary,1,clean,41,0,25,1
Spento Mainyus,1,clean,0,0,0,0
Sociedad de Socorrode,1,clean,28,0,18,1
Presendia Young,1,clean,63,0,23,1
Deidad No,1,clean,24,0,16,1
TheBridegroom,1,clean,175,0,123,19
the Old Empire of Menes,1,clean,62,0,42,1
"the Millennial Star of June 14, 1856",1,clean,35,0,24,1
"Kent, Comentaries",1,clean,32,0,21,1
Theocritus,1,clean,1,0,0,1
Saints departing Nauvoo,1,clean,55,0,41,1
Mormon Pavilion,1,clean,300,0,215,4
Anti-Polygamy Legislation,1,clean,56,0,33,2
the Title Page,1,clean,172,0,103,4
the Immortality of the Soul: Overview of the Current Debate,1,clean,64,0,45,1
Belenda,1,clean,12,0,0,1
âthe Living Oneâ,1,clean,71,0,47,1
Kimball Revisited,1,clean,90,0,57,1
the white seer stone,1,clean,31,0,17,1
UA-KT,1,clean,38,0,29,1
Umbrians,1,clean,55,0,37,1
Alma 15:3–5,3,scripture_ref,46,0,28,1
The Germany,1,clean,64,0,56,1
Sister Benson’s,2,possessive,53,0,25,2
Hurricane Iniki,1,clean,43,0,29,1
Alcoholics Anonymous,1,clean,45,0,24,1
Ricks Academy,1,clean,36,0,26,1
Universidad Texas Tech,1,clean,21,0,12,1
Exodus 10:14,1,clean,137,0,106,2
Temple Area--Court of Gentiles,1,clean,49,0,35,1
West German,1,clean,597,0,413,15
Mamuk-ik,1,clean,14,0,9,1
Ward Clerks(Salt Lake City:,2,trailing_punct,126,0,90,1
Ancient Legal Systems,1,clean,80,0,40,1
Church Interaction,1,clean,103,0,77,1
Nuhasse,1,clean,29,0,23,0
Luke 4:31–32 Event Casts,3,scripture_ref,121,0,77,1
the Church of Christ Abroad,1,clean,131,0,96,3
Leviticus 19:26,1,clean,46,0,30,1
Darby Bible Translation,1,clean,125,0,83,1
Bailey,1,clean,179,0,109,4
The Trinidad Branch,1,clean,45,0,29,1
Godfrey de Bouillon,1,clean,1,0,0,1
Halbwachs,1,clean,28,0,20,1
Ps 80:7,3,scripture_ref,92,0,42,1
Hailey Walker,1,clean,53,0,28,1
the Respective Denominations,1,clean,226,0,129,2
¿Permanecerán,4,spanish_verb,30,0,13,1
FARMS Review of Books 12/2,1,clean,129,0,74,1
Zion at Nauvoo,1,clean,39,0,36,1
Gatesâs,1,clean,66,0,41,1
"Gibeon, Joab (1",1,clean,63,0,27,1
American Revised Version,1,clean,160,0,106,7
BC Kudur-Nanchunde,1,clean,1,0,0,1
Advocacy(Minneapolis,1,clean,79,0,47,1
División de Correlación,1,clean,20,0,15,1
Outbreak of Jewish War:,2,trailing_punct,1,0,0,1
Ge 31:33,1,clean,79,0,38,2
Handy,1,clean,200,0,145,2
ye’ve,4,single_lowercase,21,0,11,1
The Life and Testimony,1,clean,95,0,39,1
Lycaonia or Southern,1,clean,0,0,0,0
Modern Egyptologyconference,1,clean,77,0,44,1
‘Mama,5,starts_nonword,12,0,4,1
Santa Mesa Ward,1,clean,29,0,17,1
Cain God,1,clean,81,0,40,1
The Hamilton Temple,1,clean,64,0,56,2
• NetherlandsFood,5,starts_nonword,135,0,104,1
ChurchofJesusChrist.org Primary Music Collections,1,clean,28,0,23,1
"Summer Mansions,”Vetus Testamentum28",1,clean,98,0,61,1
Cuminum,1,clean,59,0,43,1
Nace,1,clean,253,0,167,6
"Philip, Papias",1,clean,0,0,0,0
The Place of Our Lord’s,2,possessive,40,0,23,1
Sister Bangerter,1,clean,142,0,94,5
De 1:2,1,clean,1,0,0,1
British Christianity,1,clean,55,0,47,1
Non-Returned Missionary,1,clean,80,0,72,1
Ezekiel and Job,1,clean,28,0,15,1
Harco Willems,1,clean,219,0,117,3
the General Council,1,clean,350,0,217,5
the Three Keys Hidden,1,clean,30,0,16,1
Keite de Lima A. Ahmed,1,clean,31,0,20,1
"id=""aside5_p1"">I",5,html_fragment,31,0,21,1
the Cathedral of Canterbury,1,clean,47,0,28,1
Hillelâs,1,clean,32,0,16,1
Pre-Columbian,1,clean,136,0,101,3
Tobiya,1,clean,50,0,26,1
Ole Nielsen Liljenquist,1,clean,125,0,76,1
B.H. Roberts,1,clean,157,0,85,3
Simonâs house,1,clean,41,0,24,1
“My Life and Legacy,5,starts_nonword,224,0,105,3
Biblical Sac.,1,clean,73,0,55,1
the Forging of Community,1,clean,114,0,72,1
Ã´lÃ¢h,1,clean,24,0,19,1
Progress and Development,1,clean,0,0,0,0
D&C 27:3,3,scripture_ref,165,0,101,4
the Ancient Homily,1,clean,0,0,0,0
Ohio LDS Church,1,clean,58,0,44,1
Malachi 3:1/3 Nephi 24:1,1,clean,140,0,107,1
"Dillmann, Commentary",1,clean,0,0,0,0
Sacred Places,1,clean,75,0,41,1
CHESTER,1,clean,41,0,29,1
the 4th Company of Hand,1,clean,64,0,33,1
• AbidjanGeneral,5,starts_nonword,122,0,92,1
the U.S. Pacific Fleet,1,clean,69,0,50,1
the Kirghiz Mongols,1,clean,47,0,32,1
the History Department,1,clean,149,0,108,2
done.¹⁰ Third,1,clean,16,0,10,1
triton pempsai,1,clean,39,0,24,1
Applied Business Management,1,clean,22,0,16,1
• UgandaAmos Tumwesigye,5,starts_nonword,84,0,58,1
the Free University,1,clean,42,0,26,1
the History and Archaeology of Ancient Israel,1,clean,69,0,38,1
Church in Zion on Order of Enoch,1,clean,54,0,32,1
Skills,1,clean,112,0,59,35
Disciples,1,clean,320,0,210,6
Eli of,1,clean,137,0,75,3
• TegucigalpaSalomón Jaar,5,starts_nonword,73,0,56,1
S. Zane,1,clean,85,0,38,1
Apirti,1,clean,0,0,0,0
8.--We,1,clean,79,0,47,1
Final Admonition,1,clean,52,0,34,2
d’ennemis,4,single_lowercase,75,0,38,1
“¿Por,5,starts_nonword,245,0,117,7
Ocumare Del Tuy Venezuela District,1,clean,39,0,29,1
Authorized Version as Mehunim and Mehunims,1,clean,76,0,37,1
Prophecies of the Old Testament: Text,1,clean,77,0,42,1
the Business and Finance Committees,1,clean,49,0,40,1
The Ascended Christ,1,clean,0,0,0,0
kosmeo,4,single_lowercase,1,0,0,1
Zinacanteco,1,clean,76,0,58,1
Dahler,1,clean,37,0,20,1
“Female Relief Society,5,starts_nonword,286,0,147,5
Increíble! A mí me,1,clean,45,0,25,1
85–104,5,numeric_only,60,0,30,1
Literary Evidence,1,clean,81,0,44,1
"Isa 41:10,13-14",3,scripture_ref,40,0,20,1
"aid=""164240174",5,unbalanced_quotes,32,0,21,1
BENCH,1,clean,1,0,0,1
p.m.--Dan Jones,1,clean,74,0,24,1
Legal Systems,1,clean,72,0,33,1
Paul's Converts: A,1,clean,42,0,32,1
"Halsted, Haines & Co.",1,clean,194,0,118,1
"News Item,",2,trailing_punct,80,0,53,1
Swedenborgians,1,clean,49,0,37,1
Cornelia Brown,1,clean,78,0,41,1
Register of Collections,1,clean,66,0,53,1
Iowa State University,1,clean,56,0,42,1
↩ - The Genesis,5,starts_nonword,90,0,59,1
pagan beliefs,1,clean,38,0,27,1
the Crucifixion of the Son of Man,1,clean,41,0,35,1
Canaan d'apres l'expl,1,clean,59,0,34,1
